1187,214826606,4
1187,214826715,1
2371,214684513,1
2371,214832653,1
3678,214705745,1
3678,214709645,2
3678,214709690,2
4736,214821022,1
4736,214821024,3
6593,214578645,1
6593,214717187,1
7328,214717247,1
7328,214820394,1
8307,214695069,2
8307,214695071,1
8307,214717406,3
8307,214838261,1
9472,214717147,2
10559,214819387,2
10559,214819734,1
10559,214826623,1
10559,214826705,1
10559,214826799,1
10559,214826810,1
10559,214826816,1
10559,214826835,1
13187,214596641,1
13187,214829737,1
14017,214553735,1
14017,214555237,1
14017,214717091,1
14656,214829212,1
14656,214829308,1
14656,214829357,1
15423,214705119,1
15423,214826955,1
16608,214717003,1
18946,214714586,1
18946,214826700,1
18946,214826705,1
19712,214551617,1
19712,214551626,1
19712,214584962,1
19712,214612721,1
21119,214821300,1
21119,214826617,1
21119,214826619,1
21119,214826621,1
21119,214826927,1
21119,214826998,1
21119,214827009,1
22227,214587384,1
22227,214716982,1
22227,214718220,1
22227,214832559,1
23029,214582387,1
23029,214600502,1
23029,214717325,1
23029,214820439,1
23029,214836722,1
23029,214836748,1
24676,214716973,1
24676,214716975,1
26374,214684843,1
26374,214819760,4
26374,214819762,4
28032,214558192,1
28032,214577518,1
28032,214690110,1
28032,214826925,1
28032,214827000,1
28032,214827007,1
28032,214828987,1
28032,214834865,1
29318,214584808,1
29318,214585100,2
29318,214821367,1
30718,214833800,2
30816,214820842,1
30816,214826810,1
32002,214539845,1
32002,214706482,1
33231,214511488,1
33231,214826833,1
34037,214821309,1
34037,214821341,1
35406,214544837,1
35406,214638761,1
37894,214532951,1
37894,214639462,1
37894,214639477,1
37894,214648258,1
37894,214826715,3
37894,214826835,2
37894,214826955,3
37894,214835000,2
37894,214835004,2
39426,214636505,1
39426,214664767,1
40769,214717247,1
40769,214821015,1
40769,214833802,1
40769,214841060,1
41024,214586711,1
41024,214664919,1
41024,214821292,2
41024,214826702,1
41024,214826801,2
42239,214828987,2
43708,214676580,2
43708,214684513,1
43708,214821277,2
43708,214821285,2
43708,214826619,1
43708,214826872,1
43708,214826897,2
43708,214826955,1
44454,214837485,4
44454,214837487,1
46056,214710062,1
46056,214827009,1
46263,214691310,1
46263,214691570,1
48713,214826705,2
49351,214584907,3
50617,214821275,1
50617,214826810,1
52991,214684513,1
52991,214826705,1
55073,214821305,3
55073,214821341,1
56071,214716926,1
56071,214716928,3
56071,214717003,2
56071,214717005,1
56956,214596452,1
56956,214601741,1
57528,214568098,1
57528,214568102,1
57528,214568109,1
58638,214836129,3
58638,214839716,1
60097,214584984,1
60097,214587384,1
60097,214642097,1
60097,214821024,1
61437,214640231,1
61437,214640233,1
61637,214582567,2
63449,214712115,3
64057,214826803,2
66458,214709685,1
66458,214748188,1
66458,214821275,1
66458,214826608,2
66458,214826700,2
66458,214826705,1
66458,214826801,5
66458,214826810,3
66753,214711297,3
66753,214714790,2
68069,214587384,1
68069,214821022,2
68069,214826953,1
69694,214718216,1
69694,214820218,1
69694,214820842,1
69694,214821024,1
69694,214821272,1
69694,214827020,1
69694,214840419,1
70813,214582370,2
73486,214664919,1
73486,214674427,2
73486,214696972,1
73486,214699871,2
73486,214699873,1
73486,214712111,1
73486,214712141,1
73486,214725512,1
73486,214746375,2
73486,214826625,3
73486,214827032,3
73486,214840389,1
74629,214537766,1
74629,214684513,1
74629,214686043,2
75788,214567404,1
75788,214718400,1
75788,214826900,1
77098,214539050,1
77098,214539232,1
77098,214612895,1
77098,214613743,1
78142,214536317,1
78142,214550863,1
78142,214550865,1
78972,214514291,2
80894,214820938,2
80894,214821037,1
81536,214638480,1
81536,214638482,1
82111,214551000,2
82111,214551005,1
82111,214564807,1
82111,214586923,1
82111,214587045,2
82111,214706441,1
82111,214712402,1
82111,214717085,1
82111,214718387,4
82111,214744775,1
82111,214819376,2
82111,214819526,1
82111,214820387,1
82111,214826874,2
83929,214577732,1
83929,214821028,1
84464,214640017,1
84464,214684845,1
84464,214716902,1
84464,214717286,1
84464,214800262,1
84464,214821300,1
84464,214821401,1
84464,214826837,1
84464,214826876,1
84464,214826908,1
84464,214826927,1
84464,214826998,1
84464,214828987,1
85342,214712272,1
85342,214819427,1
85342,214820842,1
85342,214829312,1
86222,214684513,1
86222,214691426,1
86222,214821292,1
86222,214826702,2
87418,214838160,1
87418,214838162,1
88908,214691426,1
88908,214696432,1
88908,214696434,1
88908,214838975,1
92118,214515847,1
92118,214550366,1
92527,214826705,2
93277,214684513,3
94509,214840762,2
97231,214579875,1
97231,214716120,1
97231,214826606,2
97431,214594680,1
97431,214832653,1
98701,214826816,1
99361,214583653,1
99361,214826705,1
101234,214709792,1
101234,214717046,1
101964,214748336,1
101964,214819721,3
102848,214716930,1
102848,214716932,1
102848,214716935,1
104637,214629515,1
104637,214832728,1
104637,214832730,1
104637,214835578,1
104637,214835730,1
104637,214835775,2
104637,214839695,1
105983,214677821,1
105983,214717742,1
105983,214743497,1
105983,214744528,1
107977,214821277,2
109281,214532072,1
109281,214826803,2
110144,214696434,2
110932,214821392,3
112139,214537967,1
112139,214636498,1
113913,214587549,1
113913,214826780,1
113913,214829681,1
115061,214581917,2
116177,214705745,1
116177,214820225,2
117278,214680502,1
117278,214680521,1
117278,214705736,1
117278,214710328,1
117278,214842345,1
118562,214648254,1
118562,214717888,1
118562,214718220,1
120192,214716982,2
120192,214716984,1
120192,214832653,1
120192,214832657,2
121004,214710309,1
121004,214839313,1
122868,214601407,1
122868,214690110,1
122868,214836129,1
123284,214829282,3
125447,214551892,1
125447,214821272,1
126898,214821365,1
126898,214827011,1
126898,214835120,1
126898,214838100,1
127311,214553561,1
127311,214553865,1
127311,214554450,1
127311,214556025,1
127311,214586743,1
127311,214601233,1
127311,214606785,1
127311,214612730,1
127311,214674427,1
127311,214711952,1
127311,214717877,1
127311,214718385,1
127311,214819376,2
127311,214820400,2
127311,214821401,1
127311,214826612,1
127311,214826615,1
127311,214826617,1
127311,214826619,3
127311,214826621,3
127311,214826837,1
127311,214826872,4
127311,214826893,1
127311,214826908,3
127311,214826925,1
127311,214826927,1
127311,214826932,1
127311,214827000,1
127311,214827002,1
127311,214827015,1
128117,214716984,1
128117,214832655,1
131011,214695073,1
131011,214716658,1
131011,214829398,1
132916,214826835,2
132916,214826955,2
133529,214587915,1
133529,214691396,2
134333,214836080,2
136143,214748293,3
136143,214748297,3
136143,214748302,2
136143,214748338,2
137071,214555322,2
138784,214578645,2
138784,214705112,1
138784,214710808,2
139376,214821277,1
139376,214826891,1
141096,214545928,3
141628,214716902,1
141628,214826837,1
141628,214826908,2
142406,214826705,1
144316,214572182,1
144316,214572234,1
144316,214832559,1
145743,214717809,1
145743,214835025,1
145743,214836172,1
146968,214718252,1
146968,214821037,2
146968,214821373,1
146968,214821377,1
148086,214551613,1
148086,214711297,1
148086,214826750,1
149262,214572182,1
149262,214820938,1
150728,214820441,2
151576,214684841,2
153471,214539262,1
153471,214821037,1
154197,214840410,1
154197,214840419,2
156281,214820842,1
156281,214821024,1
157499,214546102,1
157499,214586876,1
157499,214587937,1
157499,214639618,1
